LastUpdate;Name;PriceBTC;PriceEUR;PriceUSD;1HChange;MaxSupply
1518361445;Decred;0.00883686;61.019981871;74.7217;1.85;21000000.0
1518361746;Decred;0.00882931;60.755312088;74.3976;1.34;21000000.0
1518362046;Decred;0.00887032;60.924109509;74.6043;1.69;21000000.0
1518362346;Decred;0.00884583;60.791897112;74.4424;1.48;21000000.0
1518362646;Decred;0.00887078;61.096908417;74.8159;1.97;21000000.0
1518362945;Decred;0.00884085;60.738244521;74.3767;1.37;21000000.0
1518363246;Decred;0.00884087;60.621466431;74.2337;0.69;21000000.0
1518363546;Decred;0.00882698;60.269988879;73.8033;-0.09;21000000.0
1518363846;Decred;0.00882553;60.492112239;74.0753;0.07;21000000.0
1518364146;Decred;0.00882809;60.319394994;73.8638;-0.52;21000000.0
1518364446;Decred;0.00881911;60.371250999;73.9273;-0.57;21000000.0
1518364746;Decred;0.00881892;60.693656523;74.3221;-0.24;21000000.0
1518365046;Decred;0.00882485;60.673567425;74.2975;-0.3;21000000.0
1518365346;Decred;0.0088015;60.556707672;74.1544;-0.51;21000000.0
1518365646;Decred;0.00879316;60.57108036;74.172;-0.5;21000000.0
1518365945;Decred;0.0088006;60.929989245;74.6115;0.07;21000000.0
1518366246;Decred;0.00879989;60.921332967;74.6009;0.29;21000000.0
1518366545;Decred;0.0088;60.660991323;74.2821;-0.13;21000000.0
1518366846;Decred;0.00883832;60.537516867;74.1309;-0.13;21000000.0
1518367146;Decred;0.00883944;60.269580564;73.8028;-0.48;21000000.0
1518367445;Decred;0.00879807;59.86959519;73.313;-0.99;21000000.0
1518367745;Decred;0.00883981;60.176321418;73.6886;-0.47;21000000.0
1518368046;Decred;0.00884525;59.873188362;73.3174;-1.01;21000000.0
1518368346;Decred;0.00879118;59.566217145;72.9415;-1.58;21000000.0
1518368646;Decred;0.00884204;59.874576633;73.3191;-1.18;21000000.0
1518368946;Decred;0.00877688;60.062238207;73.5489;-1.01;21000000.0
1518369246;Decred;0.00877685;59.780745846;73.2042;-1.54;21000000.0
1518369545;Decred;0.00882251;60.17093166;73.682;-0.9;21000000.0
1518369846;Decred;0.00881291;59.512972869;72.8763;-1.85;21000000.0
1518370157;Decred;0.00877903;59.126053575;72.4025;-2.32;21000000.0
1518370452;Decred;0.00887265;59.584917972;72.9644;-1.36;21000000.0
1518370761;Decred;0.00887263;59.550946164;72.9228;-1.13;21000000.0
1518371046;Decred;0.00887316;59.497375236;72.8572;-0.92;21000000.0
1518371346;Decred;0.00879365;59.087181987;72.3549;-1.56;21000000.0
1518371646;Decred;0.008804;59.013276972;72.2644;-1.57;21000000.0
1518371946;Decred;0.00880443;58.923284346;72.1542;-1.61;21000000.0
1518372246;Decred;0.00888607;59.509788012;72.8724;-0.63;21000000.0
1518372547;Decred;0.00874165;58.751302068;71.9436;-1.8;21000000.0
1518372846;Decred;0.0087403;58.77204447;71.969;-1.76;21000000.0
1518373146;Decred;0.00874006;59.203388436;72.4972;-0.92;21000000.0
1518373446;Decred;0.00882652;59.589164448;72.9696;-0.2;21000000.0
1518373746;Decred;0.0088224;59.614234989;73.0003;0.02;21000000.0
1518374045;Decred;0.00880303;59.108822682;72.3814;-0.78;21000000.0
1518374346;Decred;0.00880299;59.116580667;72.3909;-0.37;21000000.0
1518374646;Decred;0.00880128;59.090611833;72.3591;-0.28;21000000.0
1518374946;Decred;0.00877486;59.374880736;72.7072;0.11;21000000.0
1518375246;Decred;0.00883931;59.747590668;73.1636;0.82;21000000.0
1518375546;Decred;0.00887481;60.049825431;73.5337;1.64;21000000.0
1518375846;Decred;0.00878192;59.838889902;73.2754;1.36;21000000.0
1518376147;Decred;0.00878133;59.674747272;73.0744;0.93;21000000.0
1518376446;Decred;0.00877933;59.691324861;73.0947;0.84;21000000.0
1518376746;Decred;0.00878039;60.056766786;73.5422;1.41;21000000.0
1518377047;Decred;0.00876128;60.030389637;73.5099;1.46;21000000.0
1518377346;Decred;0.00875984;60.141696306;73.6462;1.57;21000000.0
1518377646;Decred;0.00874904;59.924636052;73.3804;1.05;21000000.0
1518377946;Decred;0.00881678;60.305593947;73.8469;1.56;21000000.0
1518378246;Decred;0.00875031;59.655229815;73.0505;0.36;21000000.0
1518378546;Decred;0.00875145;59.642245398;73.0346;0.18;21000000.0
1518378846;Decred;0.00874811;59.336580789;72.6603;-0.34;21000000.0
1518379145;Decred;0.00875321;59.367857718;72.6986;-0.44;21000000.0
1518379446;Decred;0.00875844;59.432943129;72.7783;-0.57;21000000.0
1518379746;Decred;0.00875843;59.371777542;72.7034;-0.79;21000000.0
1518380046;Decred;0.00875839;59.156350548;72.4396;-1.28;21000000.0
1518380346;Decred;0.00875499;59.028384627;72.2829;-1.47;21000000.0
1518380646;Decred;0.00874499;58.871183352;72.0904;-1.84;21000000.0
1518380946;Decred;0.00872103;59.063908032;72.3264;-1.51;21000000.0
1518381246;Decred;0.00870866;58.987716453;72.2331;-1.63;21000000.0
1518381546;Decred;0.00871398;58.686706635;71.8645;-1.96;21000000.0
1518381846;Decred;0.008685;58.442289276;71.5652;-2.22;21000000.0
1518382146;Decred;0.0086888;58.529832012;71.6724;-1.9;21000000.0
1518382446;Decred;0.00870883;58.796380044;71.9988;-1.33;21000000.0
1518382746;Decred;0.00870877;58.875838143;72.0961;-0.92;21000000.0
1518383046;Decred;0.00866496;58.540529865;71.6855;-1.34;21000000.0
1518383346;Decred;0.00866988;58.387493403;71.4981;-1.41;21000000.0
1518383645;Decred;0.00867451;58.430203152;71.5504;-1.31;21000000.0
1518383946;Decred;0.00872189;59.012460342;72.2634;-0.2;21000000.0
1518384246;Decred;0.00870292;59.008785507;72.2589;-0.03;21000000.0
1518384546;Decred;0.00872188;59.255979408;72.5616;0.62;21000000.0
1518384846;Decred;0.00870946;59.166313434;72.4518;0.62;21000000.0
1518385145;Decred;0.00867454;58.746647277;71.9379;-0.03;21000000.0
1518385446;Decred;0.00870003;59.149654182;72.4314;0.65;21000000.0
1518385746;Decred;0.00869374;59.333150943;72.6561;1.09;21000000.0
1518386046;Decred;0.00869667;59.293789377;72.6079;1.17;21000000.0
1518386346;Decred;0.00865055;58.858362261;72.0747;0.49;21000000.0
1518386646;Decred;0.00866895;58.875593154;72.0958;0.38;21000000.0
1518386946;Decred;0.008669;58.766818038;71.9626;0.08;21000000.0
1518387246;Decred;0.00865852;58.832066775;72.0425;0.08;21000000.0
1518387547;Decred;0.00865853;58.966565736;72.2072;0.15;21000000.0
1518387846;Decred;0.00864593;58.744850691;71.9357;-0.19;21000000.0
1518388145;Decred;0.00863477;58.655593032;71.8264;-0.48;21000000.0
1518388446;Decred;0.00862317;58.277411679;71.3633;-1.39;21000000.0
1518388746;Decred;0.00866771;58.60871847;71.769;-0.89;21000000.0
1518389047;Decred;0.00863162;58.499943354;71.6358;-1.0;21000000.0
1518389345;Decred;0.00863489;58.613454924;71.7748;-0.81;21000000.0
1518389645;Decred;0.00863785;58.706387418;71.8886;-0.57;21000000.0
1518389945;Decred;0.00868054;58.895110611;72.1197;-0.26;21000000.0
1518390245;Decred;0.00863039;58.533915162;71.6774;-0.78;21000000.0
1518390546;Decred;0.00865434;58.590589284;71.7468;-0.53;21000000.0
1518390846;Decred;0.0086425;58.592957511;71.7497;-0.38;21000000.0
1518391147;Decred;0.00863613;58.37597892;71.484;-0.56;21000000.0
1518391446;Decred;0.00857244;57.44420409;70.343;-2.13;21000000.0
1518391746;Decred;0.00856671;56.815970631;69.5737;-3.18;21000000.0
1518392045;Decred;0.00856162;56.765339571;69.5117;-3.17;21000000.0
1518392346;Decred;0.00855198;56.724018093;69.4611;-3.18;21000000.0
1518392646;Decred;0.00855683;56.681063355;69.4085;-3.27;21000000.0
1518392946;Decred;0.00855865;56.882280987;69.6549;-2.92;21000000.0
1518393245;Decred;0.00853231;56.264255403;68.8981;-4.06;21000000.0
1518393546;Decred;0.00856917;56.367640761;69.0247;-3.86;21000000.0
1518393846;Decred;0.00853227;56.4497811024;69.1656;-3.72;21000000.0
1518394146;Decred;0.0085542;56.6929949944;69.4636;-2.88;21000000.0
1518394446;Decred;0.00855417;56.9158050364;69.7366;-1.91;21000000.0
1518394746;Decred;0.00853102;56.5950565144;69.3436;-1.97;21000000.0
1518395046;Decred;0.00857273;56.9805260486;69.8159;-1.04;21000000.0
1518395346;Decred;0.00858725;57.3447755788;70.2622;0.06;21000000.0
1518395646;Decred;0.00857829;57.4404288276;70.3794;0.66;21000000.0
1518395946;Decred;0.00861252;57.6740937178;70.6657;1.6;21000000.0
1518396246;Decred;0.00861369;58.022428245;71.0925;2.5;21000000.0
1518396546;Decred;0.0085861;57.6284707092;70.6098;1.94;21000000.0
